,0,1,2,3,4,5
3236,Bán đất ngõ 328 Tây Mỗ 30m MT 3.5m ô tô đỗ cách 1 nhà giá 2.16 tỷ,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 160 triệu,30 m2,0 PN,0 WC
3237,Shophouse San Hô SH2A Vinhomes Ocean Park 110m 5 tầng giá hơn 20 tỷ,"Huyện Gia Lâm, Hà Nội",20 tỷ,110 m2,5 PN,5 WC
3238,"7.9 tỷ! Bán nhà đẹp Giáp Nhất, 68m2, ô tô, kinh doanh, view thoáng.","Quận Thanh Xuân, Hà Nội",7 tỷ 900 triệu,68 m2,4 PN,4 WC
3239,Bán nhà riêng chính chủ phố Võng Thị DT55m2 x 6 tầng MT5m.,"Quận Tây Hồ, Hà Nội",12 tỷ 200 triệu,55 m2,6 PN,6 WC
3240,"Bán nhà gấp Tây Hồ MP Âu Cơ 84m2 x 3T - MT: 2m hướng TN Bán 15,8tỷ oto","Quận Tây Hồ, Hà Nội",15 tỷ 800 triệu,84 m2,3 PN,2 WC
3241,"Bán nhà phân lô 105 Xuân La, 4 tầng, đường 2 ô tô tránh nhau, sổ đỏ ch","Quận Tây Hồ, Hà Nội",11 tỷ 500 triệu,60 m2,4 PN,4 WC
3242,"Cần bán gấp nhà Mặt ngõ Vương Thừa Vũ giá 8.8 tỷ, 42mx7T, thang máy","Quận Thanh Xuân, Hà Nội",8 tỷ 800 triệu,42 m2,7 PN,7 WC
3243,"Bán nhà cách mặt phố lạc long quân, tây hồ, hà nộigiá 9.65 tỷ x 46mx5","Quận Tây Hồ, Hà Nội",9 tỷ 650 triệu,46 m2,4 PN,4 WC
3244,Chính chủ bán tập thể phố Vũ Ngọc Phan tầng 1 DT 80m 3 ngủ khách 1 bếp,"Quận Đống Đa, Hà Nội",2 tỷ 400 triệu,80 m2,3 PN,2 WC
3245,Mặt phố Sài Đồng kinh doanh sầm uất cần bán mảnh đất siêu hót gần 100m,"Quận Long Biên, Hà Nội",18 tỷ 500 triệu,95 m2,0 PN,0 WC
3246,"SANG TÊN GẤP căn nhà phố Âu Cơ, Tây Hồ, DT 491m2, giá 280tỷ, Biệt thự","Quận Tây Hồ, Hà Nội",280 tỷ,433 m2,6 PN,7 WC
3247,"Bán nhà Tây Hồ ngõ 154 An Dương Vương 34m x 5T, 4.9 tỷ MT 4m, oto gần","Quận Tây Hồ, Hà Nội",4 tỷ 900 triệu,34 m2,3 PN,4 WC
3248,93m đất Mặt đường Ngô Xuân Quảng Gia Lâm 20.3 tỷ có thương lượng,"Huyện Gia Lâm, Hà Nội",20 tỷ,71 m2,0 PN,0 WC
3249,"8 tỷ 3! Bán nhà Trung Văn, 65m2, Mt 5m, ô chờ thang máy.","Quận Nam Từ Liêm, Hà Nội",8 tỷ 300 triệu,65 m2,4 PN,3 WC
3250,"Bán nhà phố Vạn Bảo, Q Ba Đình DT56m2 x 4 tầng MT4,5m, cách ôtô 15m.","Quận Ba Đình, Hà Nội",6 tỷ 950 triệu,56 m2,4 PN,3 WC
3251,"Bán nhà Tây Hồ ngõ Âu Cơ 78m2 x 3T - MT: 8m hướng:Bắc ,Bán 8,6 tỷ","Quận Tây Hồ, Hà Nội",8 tỷ 600 triệu,78 m2,4 PN,3 WC
3252,Cần bán căn nhà Mặt Phố Hoàng Hoa Thám Ba Đình DT 38m2 x 4T MT 3.6m đư,"Quận Ba Đình, Hà Nội",14 tỷ,38 m2,4 PN,4 WC
3253,"Bán nhà ngõ 358/25 Bùi Xương Trạch giá 6.85 tỷ, 50m2x 5T, Oto đỗ cửa","Quận Thanh Xuân, Hà Nội",6 tỷ 850 triệu,50 m2,6 PN,4 WC
3254,Bán nhà mặt phố lạc long quân đạt 9.9 điểm về mọi mặt.230m giá 88.9,"Quận Tây Hồ, Hà Nội",88 tỷ 900 triệu,230 m2,1 PN,1 WC
3255,"Chính chủ bán nhà 3 tầng mặt ngõ trần xuân soạn DT 100m, giá 15 tỷ","Quận Hai Bà Trưng, Hà Nội",15 tỷ,100 m2,4 PN,4 WC
3256,Chưa tới 100 tr/m2 có ngày nhà phố Nguyễn Văn Cừ ngõ thông ô tô quá hi,"Quận Long Biên, Hà Nội",6 tỷ 600 triệu,70 m2,3 PN,3 WC
3257,"SANG TÊN GẤP căn nhà phố Âu Cơ, Tây Hồ, DT 93m2, giá 48,5 tỷ, view hồ","Quận Tây Hồ, Hà Nội",48 tỷ 500 triệu,93 m2,2 PN,2 WC
3258,"Bán cc Hoàng quốc việt, CĂN GÓC 105m2, 3 ngủ, BC đông nam","Quận Cầu Giấy, Hà Nội",3 tỷ 50 triệu,105 m2,3 PN,3 WC
3259,Bán CHCC Ngoại Giao Đoàn N02 124m 4.7 tỷ nhà mới 3 ngủ 2 vệ sinh tầng9,"Quận Tây Hồ, Hà Nội",4 tỷ 700 triệu,124 m2,3 PN,2 WC
3260,"Bán đất Vân Canh đường An Trai, ngay KĐT An Lạc DT 40.6m, MT4m gần oto","Huyện Hoài Đức, Hà Nội",1 tỷ 950 triệu,41 m2,0 PN,0 WC
3261,50m đất mặt phố Hà Huy Tập 5.5 tỷ có thương lượng,"Huyện Gia Lâm, Hà Nội",5 tỷ,50 m2,0 PN,0 WC
3262,Cần bán gấp nhà riêng SĐCC phố Hoàng Quốc Việt DT85m2 x 8 tầng MT6m.,"Quận Cầu Giấy, Hà Nội",23 tỷ,85 m2,10 PN,9 WC
3263,"Bán nhà Tây Hồ chung cư Hoa Đào Hottel DT: 80m2 giá bán 2,75tỷ","Quận Tây Hồ, Hà Nội",2 tỷ 750 triệu,80 m2,2 PN,2 WC
3264,"Bán nhà 3 tầng diện tích 94m2 khu An Dương, Tây Hồ, Hà Nội","Quận Tây Hồ, Hà Nội",12 tỷ,94 m2,6 PN,3 WC
3265,"Bán gấp nhà Mặt ngõ Thái Thịnh 1 giá 9.3 tỷ, 60m2, kinh doanh sầm uất","Quận Đống Đa, Hà Nội",9 tỷ 300 triệu,60 m2,3 PN,3 WC
3266,"Bán toà nhà văn phòng ngay mặt phố kinh doanhlạc long quân, tây hồ,","Quận Tây Hồ, Hà Nội",72 tỷ 900 triệu,260 m2,5 PN,5 WC
3267,"Chính chủ bán nhà 5 tầng ngõ 73 nguyên hồng DT 90m MT 7,5m giá 16,8 tỷ","Quận Đống Đa, Hà Nội",16 tỷ 800 triệu,90 m2,5 PN,5 WC
3268,Bán gấp mảnh đất 2 mặt tiền ngõ ô tô thông Sài Đồng chỉ 80tr/m2,"Quận Long Biên, Hà Nội",7 tỷ 600 triệu,90 m2,3 PN,2 WC
3269,"Bán gấp nhà phố Võng thị , Tây Hồ 56m2 x 4T, MT 4m, 12,5 tỷ, Ô tô đỗ","Quận Tây Hồ, Hà Nội",12 tỷ 500 triệu,56 m2,4 PN,5 WC
3270,"Bán cc 184 Hoàng quốc việt 82m2 chia 2 ngủ tầng trung, hướng mát","Quận Bắc Từ Liêm, Hà Nội",2 tỷ 460 triệu,82 m2,2 PN,1 WC
3271,"Bán căn hộ CC Vườn Đào, Lạc Long Quân, Tầng 16, 97m, 2 ngủ, giá 3 tỷ","Quận Tây Hồ, Hà Nội",3 tỷ,97 m2,2 PN,1 WC
3272,"Bán nhà Tây Mỗ đường Hữu Hưng, DT 32m x5 tầng 4PN, MT 4.5m ngõ ô tô","Quận Nam Từ Liêm, Hà Nội",3 tỷ 250 triệu,32 m2,4 PN,4 WC
3273,60m Đất Mặt Phố Phan Đăng Lưu giá 4.8 tỷ cỏ thương lượng,"Huyện Gia Lâm, Hà Nội",4 tỷ,60 m2,0 PN,0 WC
3274,"8 tỷ! Mặt phố Nguyễn Trãi, 60m2, vỉa hè, kinh doanh cực đỉnh.","Quận Thanh Xuân, Hà Nội",8 tỷ,60 m2,3 PN,3 WC
3275,"Bán gấp nhà riêng phố Võng Thị DT45m2 x 5 tầng, ngõ ô tô, giá 8 tỷ","Quận Tây Hồ, Hà Nội",8 tỷ,45 m2,4 PN,3 WC
3276,"8 tỷ! Mặt phố Nguyễn Trãi, 60m2, vỉa hè, kinh doanh cực đỉnh.","Quận Thanh Xuân, Hà Nội",8 tỷ,60 m2,3 PN,3 WC
3277,"Bán gấp nhà riêng phố Võng Thị DT45m2 x 5 tầng, ngõ ô tô, giá 8 tỷ","Quận Tây Hồ, Hà Nội",8 tỷ,45 m2,4 PN,3 WC
3278,"Bán nhà Tây Hồ Chung cư Hoa Đào Hottel dt: 110,6m2 Bán giá 4tỷ","Quận Tây Hồ, Hà Nội",4 tỷ,111 m2,3 PN,2 WC
3279,"Cần bán căn nhà Phố Võng Thị, Tây Hồ DT 56m2 x 4T MT 4m đường trước nh","Quận Tây Hồ, Hà Nội",12 tỷ,56 m2,4 PN,4 WC
3280,"Bán nhà Mặt phố Giải Phóng 7.5 tỷ, 52mx5T, KD sầm uất","Quận Thanh Xuân, Hà Nội",7 tỷ 500 triệu,52 m2,4 PN,4 WC
3281,"Bán nhà ngay mặt ngõ lạc long quân, tây hồ, hà nội 119m x 5 tầng,","Quận Tây Hồ, Hà Nội",26 tỷ 900 triệu,119 m2,4 PN,4 WC
3282,"Bán nhà 5 tầng mặt phố nguyên hồng Huỳnh thúc kháng, DT 110m MT 8m","Quận Đống Đa, Hà Nội",40 tỷ 500 triệu,110 m2,10 PN,5 WC
3283,"Chính chủ Bán CHCC cao cấp Ngoại Giao Đoàn, toà N03T3A, tầng cao, View","Quận Bắc Từ Liêm, Hà Nội",6 tỷ 750 triệu,130 m2,3 PN,3 WC
3284,Chỉ với 130 tr/m có ngay nhà ô tô tránh 5 tầng kinh doanh Ngọc Thuỵ,"Quận Long Biên, Hà Nội",12 tỷ,90 m2,4 PN,3 WC
3285,Bán nhà Tây Hồ ngõ 214 Thụy Khuê 30m x 4 tầng giá 3.5 tỷ mặt ngõ,"Quận Tây Hồ, Hà Nội",3 tỷ 500 triệu,30 m2,3 PN,2 WC
3286,"Bán đất dịch vụ Vân Canh khu 6.9 ha DT 41m, MT 3.5m, đường 11m không h","Huyện Hoài Đức, Hà Nội",3 tỷ 450 triệu,41 m2,0 PN,0 WC
3287,"45m Đất Lệ Chi, Gia Lâm, ô tô, giá đầu tư chỉ hơn 1 tỷ","Huyện Gia Lâm, Hà Nội",1 tỷ,45 m2,0 PN,0 WC
3288,"4.05 tỷ! Bán nhà Kim Giang, 40m2, ô tô, kinh doanh, Mt 4.1m quá ngon.","Quận Hoàng Mai, Hà Nội",4 tỷ 50 triệu,40 m2,1 PN,1 WC
3289,"Bán nhà đẹp ở luôn phố Vạn Bảo, Ba Đình DT 50m2 x 4 tầng MT4m. 7,3 tỷ","Quận Ba Đình, Hà Nội",7 tỷ 300 triệu,50 m2,4 PN,4 WC
3290,"Bán gấp P106 tập thể 30 Vạn Bảo, nhà đẹp, 2 phòng ngủ, sổ đỏ rộng","Quận Ba Đình, Hà Nội",2 tỷ 700 triệu,70 m2,2 PN,1 WC
3291,"Bán gấp nhà ngõ 61 Phan Kế Bính giá 5.9 tỷ, 47mx6 tầng, đẹp ở luôn","Quận Ba Đình, Hà Nội",5 tỷ 900 triệu,47 m2,6 PN,4 WC
3292,"Bán nhà ngay mặt ngõ lạc long quân, tây hồ, hà nội 95 x 6 tầng","Quận Tây Hồ, Hà Nội",39 tỷ 500 triệu,95 m2,5 PN,5 WC
3293,Chính chủ bán nhà 5 tầng phố nguyên hồng DT 80m MT 7m căn góc 26 tỷ,"Quận Đống Đa, Hà Nội",26 tỷ,80 m2,6 PN,5 WC
3294,Chỉ từ 3 tỷ sở hữu nhà 5 tầng ngõ thông gần ô tô hơn 30m2 quận Long Bi,"Quận Long Biên, Hà Nội",3 tỷ 300 triệu,33 m2,3 PN,3 WC
3295,"Bán gấp nhà MP Âu Cơ, Tây Hồ, DT 110m, MT 4m, giá 20 tỷ, Ôtô, KD lớn.","Quận Tây Hồ, Hà Nội",20 tỷ,109 m2,4 PN,5 WC
3296,Bán nhà Tây Hồ ngõ 347 An Dương Vương 60m Mt5.3m ô tô vào nhà 6 tỷ,"Quận Tây Hồ, Hà Nội",6 tỷ,60 m2,0 PN,0 WC
3297,Bán nhà Vân Canh ngay đường Trịnh Văn Bô DT 31m x5 tầng 4PN,"Huyện Hoài Đức, Hà Nội",2 tỷ 600 triệu,31 m2,4 PN,4 WC
3298,"Nhà 3 tầng Đông Dự, thoáng mát ở luôn, full tiện ích 2.x tỷ","Huyện Gia Lâm, Hà Nội",2 tỷ,40 m2,2 PN,3 WC
3299,"12.1 tỷ! Bán nhà mặt phố Vương Thừa Vũ, 51m2, nhà 2 mặt tiền, KD đỉnh.","Quận Thanh Xuân, Hà Nội",12 tỷ 100 triệu,51 m2,4 PN,3 WC
3300,"Bán nhà phố Nguyên Hồng DT 55m2 x 5 tầng, có vỉa hè Kinh Doanh Vip.","Quận Đống Đa, Hà Nội",14 tỷ 900 triệu,55 m2,6 PN,5 WC
3301,"Bán nhà gấp Âu Cơ ,Tây Hồ 18,8tỷ . 200m2 x 3T - MT: 10m hướng ĐN","Quận Tây Hồ, Hà Nội",18 tỷ 800 triệu,160 m2,3 PN,3 WC
3302,"Bán Tòa Nhà Văn Phòng, View Hồ Tây, 8 Tầng Thang Máy, Hầm, 168m2-54TỶ","Quận Tây Hồ, Hà Nội",54 tỷ,160 m2,8 PN,8 WC
3303,"Chính chủ cần bán nhà 3 tầng cũ tại Lạc Long Quân, diện tích 65m","Quận Tây Hồ, Hà Nội",7 tỷ 700 triệu,65 m2,4 PN,3 WC
3304,Chính chủ bán nhà 9 tầng mặt phố Thái Hà DT 150m MT 18m căn góc 2 mặt,"Quận Đống Đa, Hà Nội",67 tỷ,150 m2,18 PN,18 WC
3305,"Chính chủ Bán Gấp CHCC Apartment Võng Thị 150m2 x 8T, giá 28,8 tỷ.","Quận Tây Hồ, Hà Nội",28 tỷ 800 triệu,150 m2,8 PN,9 WC
3306,🎊Chưa tới 10 tỷ có ngay nhà phố Tư Đình ô tô tránh 70m2 mặt tiền hơn,"Quận Long Biên, Hà Nội",9 tỷ 600 triệu,70 m2,5 PN,3 WC
3307,"Cần bán nhà Hồ tây tập thể dục 4 tầng, ngõ thông vừa ở cho thuê dòng","Quận Tây Hồ, Hà Nội",4 tỷ 880 triệu,40 m2,5 PN,4 WC
3308,"Bán nhà Tây Hồ MP Thụy Khuê 23m2 2 tầng giá 3.4 tỷ, Kd tốt","Quận Tây Hồ, Hà Nội",3 tỷ 400 triệu,23 m2,2 PN,1 WC
3309,Bán nhà Vân Canh có gara ô tô DT 41m x5T MT 3.5m 6PN ngõ thông ô tô,"Huyện Hoài Đức, Hà Nội",4 tỷ 300 triệu,41 m2,6 PN,4 WC
3310,"103m đất Ngọc Lâm, Long Biên Ô tô, View hồ giá đầu tư nhỉnh 4 tỷ","Quận Long Biên, Hà Nội",4 tỷ,103 m2,0 PN,0 WC
3311,"Bán nhà Phương Liệt, 65m2, vài bước ra phố, 5.5 tỷ.","Quận Thanh Xuân, Hà Nội",5 tỷ 500 triệu,65 m2,3 PN,2 WC
3312,"Bán nhà Phú Diễn 37m2x4T kinh doanh, ngõ thông","Quận Bắc Từ Liêm, Hà Nội",3 tỷ 750 triệu,37 m2,4 PN,4 WC
3313,"Bán đất phố Đình Thôn, mặt ngõ thông kd, DT 40m, MT 4.1m, giá 4 tỷ hơn","Quận Nam Từ Liêm, Hà Nội",4 tỷ 550 triệu,40 m2,0 PN,0 WC
3314,"Bán đất Âu Cơ Tây Hồ 5,8tỷ . 200m2 x MT: 10m hướng Bắc, ô tô, KD","Quận Tây Hồ, Hà Nội",5 tỷ 800 triệu,200 m2,0 PN,0 WC
3315,"Cấn bán chung cư CC Ciputra , Tây Hồ , DT 150m2, tầng 9, giá 6,3 tỷ","Quận Tây Hồ, Hà Nội",6 tỷ 300 triệu,150 m2,4 PN,2 WC
3316,"Cần bán gấp nhà Trần Tử Bình giá 8.8 tỷ, 45mx5T, Cách phố 10m","Quận Cầu Giấy, Hà Nội",8 tỷ 800 triệu,45 m2,4 PN,3 WC
3317,"Bán đất ngay mặt ngõ 212 lạc long quân, tây hồ, hà nội, ô tô tránh","Quận Tây Hồ, Hà Nội",17 tỷ 900 triệu,219 m2,0 PN,0 WC
3318,"Ngõ ô tô tránh Ngọc Thụy bán nhà mới 45m2 4 tầng giá chỉ có 4,5 tỷ","Quận Long Biên, Hà Nội",4 tỷ 500 triệu,45 m2,4 PN,4 WC
3319,"Bán gấp nhà MP Thụy Khuê, Tây Hồ 41m2 x 5T, MT 3,2m, 14 tỷ, Kinh Doanh","Quận Tây Hồ, Hà Nội",14 tỷ,41 m2,5 PN,4 WC
3320,"Cần bán mảnh Đất siêu hiếm, Lô góc vừa ở Xây chung cư mini","Quận Bắc Từ Liêm, Hà Nội",4 tỷ 450 triệu,71 m2,0 PN,0 WC
3321,"Bán nhà Tây Hồ ngõ 409 An Dương Vương 41m2 5 tầng MT3.3m - 3,7 tỷ mới","Quận Tây Hồ, Hà Nội",3 tỷ 700 triệu,41 m2,6 PN,4 WC
3322,Chính chủ bán đất dịch vụ Vân Canh khu 1.7ha DT 50m2 MT 4.23m,"Huyện Hoài Đức, Hà Nội",4 tỷ 450 triệu,50 m2,0 PN,0 WC
3323,"52m Nhà C4 có gác xép, ô tô vào cửa, 200m ra cầu Vĩnh Tuy giá 2.x tỷ","Quận Long Biên, Hà Nội",2 tỷ,52 m2,1 PN,1 WC
3324,"Bán nhà đẹp Vũ Tông Phan, 93m2, ôtô tải tránh, KD, 3 thoáng, 16.6 tỷ.","Quận Thanh Xuân, Hà Nội",13 tỷ 650 triệu,93 m2,8 PN,5 WC
3325,"Bán nhà Di Trạch 38m2 ô tô đỗ cửa, ngõ thông","Huyện Hoài Đức, Hà Nội",2 tỷ 890 triệu,38 m2,4 PN,4 WC
3326,"Bán nhà Phố Hoàng Ngân, PL, Vỉa hè, Gara ô tô, KD 41m, 5T, giá 12.2 tỷ","Quận Cầu Giấy, Hà Nội",12 tỷ 200 triệu,41 m2,6 PN,5 WC
3327,"Bán đất gấp Âu Cơ Tây Hồ 12tỷ . 170m2 x MT: 5,4m hướng Đông Bắc","Quận Tây Hồ, Hà Nội",12 tỷ,170 m2,0 PN,0 WC
3328,"Cần bán nhà số 8 ngõ 342 Lạc Long Quân ,Tây Hồ , 43mx5t, giá 6,98 tỷ","Quận Tây Hồ, Hà Nội",6 tỷ 980 triệu,43 m2,6 PN,5 WC
3329,"Cần bán mảnh đất 100m ngõ Hoàng Cầu, oto cách nhà 2 bước chân","Quận Đống Đa, Hà Nội",7 tỷ 500 triệu,100 m2,1 PN,1 WC
3330,"- Bán nhà đẹp ngõ 175 lạc long quân, tây hồ, hà nội 70m x 4 tầng mt 14","Quận Tây Hồ, Hà Nội",9 tỷ 890 triệu,70 m2,3 PN,4 WC
3331,"Chính chủ bán nhà 5 tầng khu vip nguyên hồng, vũ ngọc phần DT 120m","Quận Đống Đa, Hà Nội",15 tỷ 500 triệu,120 m2,5 PN,5 WC
3332,"Bán gấp nhà phố Nghi Tàm, Tây Hồ DT 130m, MT 6,15m, giá 20 tỷ, Ôtô, KD","Quận Tây Hồ, Hà Nội",20 tỷ,120 m2,5 PN,4 WC
3333,"Cần bán cc Epic's Home 43 Phạm Văn Đồng 75m2, 2 ngủ full đô, tầng đẹp","Quận Bắc Từ Liêm, Hà Nội",3 tỷ,75 m2,2 PN,2 WC
3334,"Bán nhà Tây Hồ ngõ 378 Thụy Khuê 32m x 5 tầng MT 4.8m, 4 tỷ, căn góc","Quận Tây Hồ, Hà Nội",4 tỷ,32 m2,3 PN,4 WC
3335,"Bán nhà Tây Mỗ phố Cầu Cốc DT 39m2 x5 tầng, MT 3.5m 6PN,2 mặt thoáng","Quận Nam Từ Liêm, Hà Nội",3 tỷ 400 triệu,39 m2,6 PN,5 WC
3336,Khu Phân lô lữ đoàn 144 đường ô tô tránh đã xây 3 tầng móng 6 tầng 7.x,"Quận Long Biên, Hà Nội",7 tỷ,60 m2,3 PN,3 WC
3337,"6.8 tỷ! Bán nhà Quan Nhân, 50m2, ô tô, kinh doanh cực hiếm.","Quận Thanh Xuân, Hà Nội",6 tỷ 800 triệu,50 m2,4 PN,4 WC
3338,"Bán nhà Hậu Ái 40m2x4T ô tô đỗ cửa, ngõ thông","Huyện Hoài Đức, Hà Nội",3 tỷ 50 triệu,40 m2,4 PN,3 WC
3339,"bán nhà gấp An Dương Tây Hồ 12,6tỷ . 720m2 x 3T- MT: 5,6m thoáng rộng","Quận Tây Hồ, Hà Nội",12 tỷ 600 triệu,720 m2,2 PN,3 WC
3340,Bán Nhà Mặt Ngõ 63 Lê Đức Thọ. KD. Oto. 55mx4T. MT: 5.1m. Giá: 6.9 tỷ,"Quận Nam Từ Liêm, Hà Nội",6 tỷ 900 triệu,55 m2,4 PN,4 WC
3341,"Cần bán gấp nhà số 19C ngõ 28/44 Tứ Liên ,Tây Hồ,45m2x5t, giá 7,8 tỷ","Quận Tây Hồ, Hà Nội",7 tỷ 800 triệu,45 m2,3 PN,3 WC
3342,"Bán nhà Đống Đa, ngõ Thái Thịnh 1 giá 6.3 tỷ, dt 62m2, có sổ đỏ","Quận Đống Đa, Hà Nội",6 tỷ 300 triệu,62 m2,1 PN,1 WC
3343,"Bán nhà đẹp ngõ 245 lạc long quân, tây hồ, hà nội 80m x 5 tầng","Quận Tây Hồ, Hà Nội",14 tỷ 650 triệu,80 m2,4 PN,4 WC
3344,"Chính chủ bán nhà 8 tầng phố đỗ Quang DT 100m MT 7,5m giá 22,8 tỷ","Quận Cầu Giấy, Hà Nội",22 tỷ 800 triệu,100 m2,10 PN,8 WC
3345,"Chủ cần bán giảm 200 triệu nhà 5 tầng mới Bồ Đề chỉ còn 3,5 tỷ bán gấp","Quận Long Biên, Hà Nội",3 tỷ 500 triệu,35 m2,3 PN,3 WC
3346,"Bán nhà Xuân Phương DT 32m x 5 tầng, MT 5m 4PN, ô tô đỗ gần","Quận Nam Từ Liêm, Hà Nội",2 tỷ 900 triệu,32 m2,4 PN,4 WC
3347,"Giang Biên, Kinh doanh, ô tô tránh, vỉa hè, 100m2 nhỉnh 9 tỷ","Quận Long Biên, Hà Nội",9 tỷ,100 m2,3 PN,3 WC
3348,"Cực hiếm! 7.39 tỷ! Nhà đẹp Nhân Hoà, 63m2, ôtô 7 chỗ qua nhà, KD.","Quận Thanh Xuân, Hà Nội",7 tỷ 390 triệu,63 m2,4 PN,3 WC
3349,"Bán đất Phú Diễn 42m2 lô góc, mặt tiền 4,3m","Quận Bắc Từ Liêm, Hà Nội",2 tỷ 600 triệu,42 m2,0 PN,0 WC
3350,"Bán nhà TT ở An Dương, Tây Hồ 3,3tỷ. 50m2 x 1,5T - MT: 5m. ô tô, KD","Quận Tây Hồ, Hà Nội",3 tỷ 300 triệu,50 m2,2 PN,2 WC
3351,Mặt Ngõ Phố Tú Mỡ. Ngõ Thông KD Nhỏ. 70mx4T. MT: 4m. Giá: 8.4 tỷ.,"Quận Cầu Giấy, Hà Nội",8 tỷ 400 triệu,70 m2,4 PN,4 WC
3352,"Bán nhà 6 tầng Tây Hồ , số 4A ngõ 151 Âu Cơ , DT 38M2, giá 6,5 tỷ","Quận Tây Hồ, Hà Nội",6 tỷ 500 triệu,38 m2,3 PN,3 WC
3353,"Bán nhà Quận tây hồ ,phố lạc long quân 74m x 8 tầng,mt 7.3m giá 26.5 t","Quận Tây Hồ, Hà Nội",26 tỷ 500 triệu,74 m2,8 PN,8 WC
3354,Chính chủ bán nhà 5 tầng mặt phố chùa bộc DT 90m MT 7m 2 mặt thoáng,"Quận Đống Đa, Hà Nội",39 tỷ,90 m2,6 PN,5 WC
3355,Bán Nhà Lê Trọng Tấn Hà Đông Lô Góc 4 Tầng 3 Ngủ Đủ Công Năng,"Quận Hà Đông, Hà Nội",2 tỷ 590 triệu,33 m2,3 PN,3 WC
3356,Bán nhà phố Nguyễn Sơn kinh doanh đỉnh 2 thoáng 4 tầng diện tích 80m2,"Quận Long Biên, Hà Nội",15 tỷ 800 triệu,80 m2,5 PN,5 WC
3357,"Cần bán cc B32 Đại Mỗ, CĂN GÓC 3 ngủ, tầng 19 có 2 ban công Nam và ĐN","Quận Nam Từ Liêm, Hà Nội",2 tỷ 800 triệu,111 m2,3 PN,2 WC
3358,"Bán nhà Tây Hồ MP Thụy Khuê 23m2 2 tầng giá 3.4 tỷ, Kd tốt","Quận Tây Hồ, Hà Nội",3 tỷ 400 triệu,23 m2,2 PN,2 WC
3359,"Bán nhà Tây Mỗ ngõ 203 ngay chợ Sáng DT 32m x5 tầng MT 3.8m, 4PN, ô tô","Quận Nam Từ Liêm, Hà Nội",3 tỷ 300 triệu,32 m2,4 PN,3 WC
3360,"7 tỷ 89! Mặt phố Phùng Khoang, 47m2, KD sầm uất, trước nhà chục ôtô đỗ","Quận Nam Từ Liêm, Hà Nội",7 tỷ 890 triệu,47 m2,6 PN,5 WC
3361,Bán nhà Liên Mạc 4 tầng 55m2 có gara ô tô,"Quận Bắc Từ Liêm, Hà Nội",3 tỷ 700 triệu,55 m2,4 PN,4 WC
3362,"Siêu phẩm - Mỹ Đình - chỉ 3,6 tỷ- Thiết kế 3 ngủ khép kín","Quận Nam Từ Liêm, Hà Nội",3 tỷ 600 triệu,33 m2,3 PN,4 WC
3363,"Bán nhà gấp An Dương Tây Hồ 14,2tỷ. 67m2 x 2T - MT: 6,1m hướng TB","Quận Tây Hồ, Hà Nội",14 tỷ 200 triệu,67 m2,2 PN,2 WC
3364,"Cần bán gấp nhà số 17 ngõ 429/42 Thụy Khuê ,Tây Hồ,64m2x4T, giá 7,4 tỷ","Quận Tây Hồ, Hà Nội",7 tỷ 400 triệu,64 m2,5 PN,3 WC
3365,"Bán nhà thuỵ khuê 4 tầng, dt 23m, mt 5m giá 3.1 tỷ - kinh doanh nhỏ","Quận Tây Hồ, Hà Nội",3 tỷ 100 triệu,23 m2,3 PN,3 WC
3366,Bán Biệt thự 5 tầng khu VIP phố nguyên thị định DT 240m MT 12m 4 mặt,"Quận Cầu Giấy, Hà Nội",60 tỷ,240 m2,5 PN,5 WC
3367,phân lô oto tránh trung tâm tiên ích yên nghĩa nhỉnh 3 tỷ 4 tầng 3 ngủ,"Quận Hà Đông, Hà Nội",3 tỷ 590 triệu,37 m2,3 PN,3 WC
3368,"Chỉ hơn 3 tỷ có ngay mảnh đất 41m2 ngõ thông ô tô phố Tư Đình, Long Bi","Quận Long Biên, Hà Nội",3 tỷ 400 triệu,44 m2,0 PN,0 WC
3369,"Bán nhà Tây Hồ ngõ 238 Âu Cơ 60m Cấp 4 MT6m ngõ ô tô, KD tốt 3.6 tỷ","Quận Tây Hồ, Hà Nội",3 tỷ 600 triệu,60 m2,2 PN,2 WC
3370,Chính chủ bán đất dịch vụ Di Trạch khu 3.74 ha ngay đường vành đai 3.5,"Huyện Hoài Đức, Hà Nội",3 tỷ 588 triệu,46 m2,0 PN,0 WC
3371,"5.X tỷ! Dòng tiền 600tr/năm Trung Văn, Nam Từ Liêm, 51m2, 13 phòng ful","Quận Nam Từ Liêm, Hà Nội",5 tỷ,51 m2,13 PN,6 WC
3372,"Bán nhà An Trai 50m2 gara ô tô chỉ 3,9 tỷ","Huyện Hoài Đức, Hà Nội",3 tỷ 900 triệu,50 m2,4 PN,4 WC
3373,"Bán nhà An Dương Tây Hồ 11tỷ. 95m2 x 3T - MT: 8,8 hướng ĐB, ô tô, KD","Quận Tây Hồ, Hà Nội",11 tỷ,95 m2,4 PN,2 WC
3374,"Bán nhà An Trai 50m2 gara ô tô chỉ 3,9 tỷ","Huyện Hoài Đức, Hà Nội",3 tỷ 900 triệu,50 m2,4 PN,4 WC
